# Supplementary Table ST15. List of Pfam domain models in chromatin proteins.,,,,,,
Entry,SimChrom-SL,Total number of Pfam domains,Number of distinct Pfam models,pfamA_ids,Domain annotations,Distinct domain annotations
Q9UGU5,Other families with HMG-box domain,2,2,"HMG_box,DUF4171",DNA binding,DNA binding
Q9UJU2,Other families with HMG-box domain,2,2,"HMG_box,CTNNB1_binding",DNA binding,DNA binding
Q9Y651,Other families with HMG-box domain,2,2,"HMG_box,SOXp",DNA binding,DNA binding
P0CJ79,Non-Housekeeping DNA-binding TFs,16,2,"KRAB,zf-C2H2",DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P0CI00,Non-Housekeeping DNA-binding TFs,4,2,"KRAB,zf-C2H2",DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
O95718,Pioneer TFs,2,2,"Hormone_recep,zf-C4",,
P0CH99,Non-Housekeeping DNA-binding TFs,4,2,"KRAB,zf-C2H2",DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P43694,Pioneer TFs,3,2,"GATA,GATA-N",DNA binding;DNA binding,DNA binding
P48431,Pioneer TFs,2,2,"HMG_box,SOXp",DNA binding,DNA binding
Q9NZI6,Non-Housekeeping DNA-binding TFs,2,2,"CP2,SAM_3",,
P55318,Pioneer TFs,2,2,"Forkhead,Forkhead_N",,
Q01860,Pioneer TFs,2,2,"Homeodomain,Pou",DNA binding,DNA binding
P0CB33,Non-Housekeeping DNA-binding TFs,8,2,"KRAB,zf-C2H2",DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P09086,Non-Housekeeping DNA-binding TFs,2,2,"Homeodomain,Pou",DNA binding,DNA binding
Q13562,Pioneer TFs,2,2,"HLH,Neuro_bHLH",,
O14576,Centromere-associated,3,2,"Dynein_IC2,WD40",Histone binding;Histone binding,Histone binding
Q96BR6,Housekeeping DNA-binding TFs,8,2,"KRAB,zf-C2H2",DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q05481,Housekeeping DNA-binding TFs,30,2,"KRAB,zf-C2H2",DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q8N8U2,Histone PTM readers,2,2,"ECH_1,Chromo","Histone methylation, reader","Histone methylation, reader"
Q8WWQ0,Histone PTM readers,7,2,"Bromodomain,WD40","Histone acetylation, reader;Histone acetylation, reader;Histone binding;Histone binding;Histone binding;Histone binding;Histone binding","Histone acetylation, reader;Histone binding"
Q9Y5K5,Chromatin remodelers,2,2,"Peptidase_C12,UCH_C",,
Q9Y4B4,Chromatin remodelers,2,2,"Helicase_C,SNF2-rel_dom",Chromatin remodeling;Chromatin remodeling,Chromatin remodeling
Q9Y265,Chromatin remodelers,2,2,"TIP49,TIP49_C",,
Q92785,Histone PTM readers,3,2,"PHD,DPF1-3_N","Histone methylation, reader;Histone methylation, reader","Histone methylation, reader"
Q9Y230,Chromatin remodelers,2,2,"TIP49,TIP49_C",,
Q969R5,Histone PTM readers,5,2,"MBT,zf-FCS_1","Histone methylation, reader;Histone methylation, reader;Histone methylation, reader;Histone methylation, reader","Histone methylation, reader"
Q9UBU8,Chromatin remodelers,2,2,"MRG,Tudor-knot",RNA binding,RNA binding
Q99549,Histone PTM readers,3,2,"Chromo,Ank_2","Histone methylation, reader","Histone methylation, reader"
Q9NRZ9,Chromatin remodelers,2,2,"Helicase_C,SNF2-rel_dom",Chromatin remodeling;Chromatin remodeling,Chromatin remodeling
Q9NPF5,Chromatin remodelers,2,2,"DMAP1,SANT_DAMP1_like",,
Q9H4L7,Chromatin remodelers,2,2,"Helicase_C,SNF2-rel_dom",Chromatin remodeling;Chromatin remodeling,Chromatin remodeling
Q9H2F5,Chromatin remodelers,2,2,"E_Pc_C,EPL1",,
Q9H8M2,Histone PTM readers,2,2,"Bromodomain,DUF3512","Histone acetylation, reader","Histone acetylation, reader"
Q9NPI1,Histone PTM readers,2,2,"Bromodomain,DUF3512","Histone acetylation, reader","Histone acetylation, reader"
Q9C086,Chromatin remodelers,2,2,"zf-HIT,PAPA-1",,
P35250,DNA-acting enzymes,2,2,"AAA,Rep_fac_C",,
Q9Y468,Histone PTM readers,4,2,"zf-C2HC,MBT","Histone methylation, reader;Histone methylation, reader;Histone methylation, reader","Histone methylation, reader"
O14929,Histone PTM writers,2,2,"Hat1_N,HAT1_C",,
Q99836,Chromatin remodelers,2,2,"Death,TIR_2",,
O43683,Histone PTM writers,2,2,"Mad3_BUB1_I,Pkinase","Histone phosphorylation, writer","Histone phosphorylation, writer"
Q96EZ8,Chromatin remodelers,2,2,"FHA,MCRS_N",,
O75582,Histone PTM writers,3,2,"Pkinase_C,Pkinase","Histone phosphorylation, writer;Histone phosphorylation, writer;Histone phosphorylation, writer","Histone phosphorylation, writer"
O75676,Histone PTM writers,3,2,"Pkinase_C,Pkinase","Histone phosphorylation, writer;Histone phosphorylation, writer;Histone phosphorylation, writer","Histone phosphorylation, writer"
O76064,Histone PTM writers,2,2,"FHA,zf-C3HC4_3",,
O94804,Histone PTM writers,3,2,"PKK,Pkinase","Histone phosphorylation, writer","Histone phosphorylation, writer"
Q92784,Chromatin remodelers,3,2,"PHD,DPF1-3_N","Histone methylation, reader;Histone methylation, reader","Histone methylation, reader"
Q92782,Chromatin remodelers,3,2,"PHD,DPF1-3_N","Histone methylation, reader;Histone methylation, reader","Histone methylation, reader"
Q92698,Chromatin remodelers,2,2,"Helicase_C,SNF2-rel_dom",Chromatin remodeling;Chromatin remodeling,Chromatin remodeling
Q9Y620,Chromatin remodelers,2,2,"Helicase_C,SNF2-rel_dom",Chromatin remodeling;Chromatin remodeling,Chromatin remodeling
Q8N5Y2,Histone PTM readers,2,2,"MRG,MSL3_chromo-like",,
Q9BWT6,DNA recombination,2,2,"Mnd1,LZ3wCH",,
Q8IYH5,Histone PTM readers,2,2,"Myb_DNA-binding,ZZ",DNA binding,DNA binding
Q86W56,Histone PTM erasers,2,2,"PARG_cat_C,PARG_cat_N",,
Q8N7Z5,DNA recombination,3,2,"RAMA,Ank_2",,
Q8IY92,DNA recombination,2,2,"BTB,Slx4",Dimerization/oligomerization,Dimerization/oligomerization
Q9H6W3,Histone PTM erasers,2,2,"JmjC_2,RIOX1_C_WH",,
Q9UBN7,Histone PTM erasers,3,2,"Hist_deacetyl,zf-UBP","Histone acetylation, eraser;Histone acetylation, eraser","Histone acetylation, eraser"
Q9UKV0,Histone PTM erasers,2,2,"Hist_deacetyl,HDAC4_Gln","Histone acetylation, eraser","Histone acetylation, eraser"
Q9UPT9,Histone PTM erasers,2,2,"UCH,zf-UBP",,
Q9UQL6,Histone PTM erasers,2,2,"Hist_deacetyl,HDAC4_Gln","Histone acetylation, eraser","Histone acetylation, eraser"
Q9Y5T5,Histone PTM erasers,2,2,"UCH,zf-UBP",,
Q9Y6I4,Histone PTM erasers,2,2,"UCH,zf-UBP",,
O43149,Histone PTM readers,3,2,"ZZ,ANAPC10",,
P25440,Histone PTM readers,3,2,"Bromodomain,BET","Histone acetylation, reader;Histone acetylation, reader","Histone acetylation, reader"
Q9UJW3,DNA de_methylation,2,2,"DNMT3_ADD_GATA1-like,ADD_DNMT3",Histone binding;Histone binding,Histone binding
P42568,Histone PTM readers,2,2,"YEATS,AHD",,
P45973,Histone PTM readers,2,2,"Chromo,Chromo_shadow","Dimerization/oligomerization;Histone methylation, reader","Dimerization/oligomerization;Histone methylation, reader"
Q9C0B1,DNA de_methylation,2,2,"FTO_NTD,FTO_CTD",,
P55895,Histone PTM readers,2,2,"RAG2,RAG2_PHD",,
P83916,Histone PTM readers,2,2,"Chromo,Chromo_shadow","Dimerization/oligomerization;Histone methylation, reader","Dimerization/oligomerization;Histone methylation, reader"
Q03111,Histone PTM readers,2,2,"YEATS,AHD",,
Q05BQ5,Histone PTM readers,5,2,"MBT,zf-FCS_1","Histone methylation, reader;Histone methylation, reader;Histone methylation, reader;Histone methylation, reader","Histone methylation, reader"
Q12888,Histone PTM readers,2,2,"53-BP1_Tudor,BRCT_3",,
Q13185,Histone PTM readers,2,2,"Chromo,Chromo_shadow","Dimerization/oligomerization;Histone methylation, reader","Dimerization/oligomerization;Histone methylation, reader"
Q8NFU7,DNA de_methylation,2,2,"zf-CXXC,Tet_JBP",DNA binding,DNA binding
Q14997,Histone PTM readers,2,2,"DUF3437,BLM10_mid",,
Q15059,Histone PTM readers,3,2,"Bromodomain,BET","Histone acetylation, reader;Histone acetylation, reader","Histone acetylation, reader"
Q504Y3,Histone PTM readers,2,2,"PWWP,zf-CW","DNA binding;Histone methylation, reader","DNA binding;Histone methylation, reader"
P16455,DNA de_methylation,2,2,"DNA_binding_1,Methyltransf_1N",,
O43151,DNA de_methylation,2,2,"zf-CXXC,Tet_JBP",DNA binding,DNA binding
Q7Z4V5,Histone PTM readers,2,2,"PWWP,LEDGF","Histone methylation, reader","Histone methylation, reader"
P50747,Histone PTM writers,2,2,"BPL_C,BPL_LplA_LipB",,
Q8WXI9,Chromatin remodelers,2,2,"GATA,P66_CC",DNA binding,DNA binding
Q8NFD5,Chromatin remodelers,2,2,"ARID,BAF250_C",DNA binding,DNA binding
Q86YP4,Chromatin remodelers,2,2,"GATA,P66_CC",DNA binding,DNA binding
Q9UER7,Histone chaperones,2,2,"Daxx,DAXX_hist_bd",,
Q9P2Y5,Centromere-associated,2,2,"C2,ATG14",,
B2RXH2,Histone modification,2,2,"JmjC,JmjN","Histone methylation, eraser;Histone methylation, eraser","Histone methylation, eraser"
Q9NYY3,Centromere-associated,3,2,"POLO_box,Pkinase","Histone phosphorylation, writer","Histone phosphorylation, writer"
O94972,Histone modification,2,2,"zf-B_box,MATH_2",,
P49407,Histone modification,2,2,"Arrestin_N,Arrestin_C",,
Q03112,Histone modification,10,2,"PRDM2_PR,zf-C2H2","DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;Histone methylation, writer","DNA binding;Histone methylation, writer"
Q3KNV8,Histone modification,2,2,"zf-C3HC4_2,RAWUL",,
Q9H4B4,Centromere-associated,3,2,"POLO_box,Pkinase","Histone phosphorylation, writer","Histone phosphorylation, writer"
Q6P2P2,Histone modification,2,2,"PrmA,PRMT_C","Dimerization/oligomerization;Histone methylation, writer","Dimerization/oligomerization;Histone methylation, writer"
Q70CQ1,Histone modification,2,2,"UCH,zf-UBP",,
Q70EK9,Histone modification,2,2,"UCH,zf-UBP",,
Q86SE9,Histone modification,2,2,"zf-C3HC4_2,RAWUL",,
Q86TU7,Histone modification,2,2,"SET,Rubis-subs-bind","Histone methylation, writer","Histone methylation, writer"
Q8IUF8,Histone modification,2,2,"JmjC_2,ROXA-like_wH",,
Q8N344,Histone modification,2,2,"Myb_DNA-binding,ELM2",DNA binding,DNA binding
Q8NB12,Histone modification,2,2,"SET,zf-MYND","Histone methylation, writer","Histone methylation, writer"
Q92560,Histone modification,2,2,"Peptidase_C12,UCH_C",,
Q9BX26,Centromere-associated,2,2,"SYCP2_SLD,SYCP2_ARLD",,
Q96G04,Histone modification,2,2,"Methyltransf_16,FAM86",,
Q99661,Centromere-associated,2,2,"Kinesin,KIF2A-like_1st",,
Q9H4Q3,Histone modification,5,2,"PRDM2_PR,zf-C2H2","DNA binding;DNA binding;DNA binding;DNA binding;Histone methylation, writer","DNA binding;Histone methylation, writer"
Q9HCI7,Histone modification,2,2,"MSL2-CXC,zf-RING_10",,
Q9NQV8,Histone modification,2,2,"PRDM2_PR,zf-C2H2_4","Histone methylation, writer","Histone methylation, writer"
Q9NQW5,Histone modification,2,2,"KRAB,PRDM2_PR","DNA binding;Histone methylation, writer","DNA binding;Histone methylation, writer"
Q9NQX0,Histone modification,4,2,"PRDM2_PR,zf-C2H2","DNA binding;DNA binding;DNA binding;Histone methylation, writer","DNA binding;Histone methylation, writer"
Q9NVD3,Histone modification,2,2,"SET,Rubis-subs-bind","Histone methylation, writer","Histone methylation, writer"
Q9Y6F7,Histone modification,2,2,"ECH_1,Chromo","Histone methylation, reader","Histone methylation, reader"
P00367,Histone tail cleavage,2,2,"ELFV_dehydrog,ELFV_dehydrog_N",,
Q9Y4B5,Centromere-associated,3,2,"SOGA,SOGA1-2-like_CC",,
Q9NPG3,Histone chaperones,2,2,"HUN,UBN_AB",,
O14497,Chromatin remodelers,2,2,"ARID,BAF250_C",DNA binding,DNA binding
Q9H9T3,Histone PTM writers,2,2,"Radical_SAM_C,Radical_SAM",,
Q86WJ1,Chromatin remodelers,2,2,"Helicase_C,SNF2-rel_dom",Chromatin remodeling;Chromatin remodeling,Chromatin remodeling
Q06587,Histone PTM writers,2,2,"zf-C3HC4,RAWUL",,
Q13043,Histone PTM writers,2,2,"Mst1_SARAH,Pkinase","Histone phosphorylation, writer","Histone phosphorylation, writer"
Q68CP9,Chromatin remodelers,2,2,"ARID,RFX_DNA_binding",DNA binding,DNA binding
Q13177,Histone PTM writers,2,2,"PBD,Pkinase","Histone phosphorylation, writer","Histone phosphorylation, writer"
Q52LR7,Chromatin remodelers,2,2,"E_Pc_C,EPL1",,
Q2NKX8,Chromatin remodelers,2,2,"Helicase_C,SNF2-rel_dom",Chromatin remodeling;Chromatin remodeling,Chromatin remodeling
Q8IZD2,Histone PTM writers,2,2,"SET,PHD_5","Histone methylation, writer","Histone methylation, writer"
Q12824,Chromatin remodelers,2,2,"SNF5,INI1_DNA-bd",,
Q96LA8,Histone PTM writers,2,2,"Methyltransf_25,PRMT_C",Dimerization/oligomerization,Dimerization/oligomerization
Q99496,Histone PTM writers,2,2,"zf-C3HC4_2,RAWUL",,
Q99873,Histone PTM writers,2,2,"Methyltransf_25,PRMT_C",Dimerization/oligomerization,Dimerization/oligomerization
Q9H7B4,Histone PTM writers,2,2,"SET,zf-MYND","Histone methylation, writer","Histone methylation, writer"
Q03468,Chromatin remodelers,2,2,"Helicase_C,SNF2-rel_dom",Chromatin remodeling;Chromatin remodeling,Chromatin remodeling
Q8TEX9,Histone chaperones,3,2,"IBN_N,HEAT_EZ",,
Q9NR22,Histone PTM writers,2,2,"PrmA,PRMT_C","Dimerization/oligomerization;Histone methylation, writer","Dimerization/oligomerization;Histone methylation, writer"
Q9NRG4,Histone PTM writers,2,2,"SET,zf-MYND","Histone methylation, writer","Histone methylation, writer"
Q9NVM4,Histone PTM writers,3,2,"PrmA,PRMT_C","Dimerization/oligomerization;Dimerization/oligomerization;Histone methylation, writer","Dimerization/oligomerization;Histone methylation, writer"
Q9Y232,Histone PTM writers,2,2,"ECH_1,Chromo","Histone methylation, reader","Histone methylation, reader"
Q9Y6F8,Histone PTM writers,2,2,"ECH_1,Chromo","Histone methylation, reader","Histone methylation, reader"
P06748,Histone chaperones,2,2,"Nucleoplasmin,NPM1-C",,
P54198,Histone chaperones,5,2,"Hira,WD40",Histone binding;Histone binding;Histone binding;Histone binding,Histone binding
Q09028,Histone chaperones,6,2,"CAF1C_H4-bd,WD40",Histone binding;Histone binding;Histone binding;Histone binding;Histone binding,Histone binding
Q13112,Histone chaperones,4,2,"CAF-1_p60_C,WD40",Histone binding;Histone binding;Histone binding,Histone binding
Q15906,Histone chaperones,2,2,"YL1,YL1_C",,
Q16576,Histone chaperones,6,2,"CAF1C_H4-bd,WD40",Histone binding;Histone binding;Histone binding;Histone binding;Histone binding,Histone binding
Q68D10,Histone chaperones,2,2,"SPT2_N,SPT2",,
O75533,Chromatin remodelers,2,2,"SF3b1,PPP2R1A-like_HEAT",,
Q6B0I6,Histone PTM erasers,2,2,"JmjC,JmjN","Histone methylation, eraser;Histone methylation, eraser","Histone methylation, eraser"
Q9P2W1,DNA recombination,2,2,"TBPIP,LZ3wCH",,
Q96BT3,Centromere-associated,2,2,"CENP-T_C,CENP-T_N",,
Q96AY2,DNA-acting enzymes,2,2,"ERCC4,EME1-MUS81_C",,
Q9H211,DNA replication,2,2,"CDT1,CDT1_C",,
Q96LW4,DNA-acting enzymes,2,2,"DNA_primase_S,Herpes_UL52",,
Q9BV38,DNA replication,4,2,"WD40_alt,WD40",Histone binding;Histone binding;Histone binding,Histone binding
Q9BRX5,DNA replication,2,2,"Sld5,GINS_N",,
Q9BRT9,DNA replication,2,2,"Sld5,SLD5_C",,
Q99708,DNA-acting enzymes,2,2,"SAE2,CtIP_N",,
Q9BQ67,DNA replication,4,2,"CAF1C_H4-bd,WD40",Histone binding;Histone binding;Histone binding,Histone binding
Q9BQ83,DNA-acting enzymes,2,2,"GIY-YIG,SLX1_C",,
Q9BX63,DNA-acting enzymes,2,2,"DEAD_2,Helicase_C_2",,
Q9H611,DNA-acting enzymes,2,2,"PIF1,Pif1_2B_dom",,
Q8WTT2,DNA replication,2,2,"CBF,NOC3p",,
Q9NZ71,DNA-acting enzymes,2,2,"DEAD_2,Helicase_C_2",,
Q9UBT6,DNA-acting enzymes,2,2,"IMS,IMS_C",,
Q9UBZ4,DNA-acting enzymes,2,2,"Exo_endo_phos,zf-GRF",,
Q6ZRQ5,DNA replication,2,2,"MMS22L_N,MMS22L_C",,
Q9UIF7,DNA-acting enzymes,2,2,"HhH-GPD,NUDIX_4",,
Q9UQ84,DNA-acting enzymes,2,2,"XPG_N,XPG_I",,
Q9Y2C4,DNA-acting enzymes,2,2,"Endonuclease_NS,Exog_C",,
Q3YBR2,DNA replication,2,2,"FYRN,FYRC",PPI;PPI,PPI
O75475,Euchromatin-associated,2,2,"PWWP,LEDGF","Histone methylation, reader","Histone methylation, reader"
P38159,Euchromatin-associated,2,2,"RRM_1,RBM1CTR",RNA binding,RNA binding
P55199,Euchromatin-associated,2,2,"Occludin_ELL,ELL",,
Q6PD62,Euchromatin-associated,2,2,"TPR_8,TPR_10",,
Q8IZL8,Euchromatin-associated,3,2,"PELP1_HEAT,RIX1",,
P49005,DNA replication,2,2,"DNA_pol_E_B,DNA_pol_D_N",,
Q9H6U6,Euchromatin-associated,2,2,"BCAS3,BCAS3_WD40",,
Q9NPD3,Euchromatin-associated,2,2,"RNase_PH,RNase_PH_C",,
Q9NQT4,Euchromatin-associated,2,2,"RNase_PH,RNase_PH_C",,
O75312,DNA replication,4,2,"zf-ZPR1,jr-ZPR1",,
Q96FI4,DNA-acting enzymes,2,2,"Fapy_DNA_glyco,Neil1-DNA_bind",,
Q92878,DNA-acting enzymes,2,2,"AAA_23,SbcC_Walker_B",,
P56524,Histone PTM erasers,2,2,"Hist_deacetyl,HDAC4_Gln","Histone acetylation, eraser","Histone acetylation, eraser"
Q9UNS1,DNA replication,2,2,"TIMELESS,TIMELESS_C",,
P49959,DNA-acting enzymes,2,2,"Metallophos,Mre11_DNA_bind",,
P28715,DNA-acting enzymes,2,2,"XPG_N,XPG_I",,
P54274,DNA-acting enzymes,2,2,"Myb_DNA-binding,TRF",DNA binding,DNA binding
P56282,DNA-acting enzymes,2,2,"DNA_pol_E_B,Dpoe2NT",,
Q06609,DNA-acting enzymes,2,2,"Rad51,HHH_5",,
Q13283,DNA-acting enzymes,2,2,"RRM_1,NTF2",RNA binding,RNA binding
P23396,DNA-acting enzymes,2,2,"Ribosomal_S3_C,KH_2",,
Q13401,DNA-acting enzymes,2,2,"KRAB,HATPase_c_3",DNA binding,DNA binding
P18887,DNA-acting enzymes,3,2,"BRCT,XRCC1_N",,
P12004,DNA-acting enzymes,2,2,"PCNA_N,PCNA_C",,
Q14565,DNA-acting enzymes,2,2,"Rad51,HHH_5",,
O95985,DNA-acting enzymes,2,2,"Topoisom_bac,Toprim",,
Q16526,DNA-acting enzymes,2,2,"DNA_photolyase,FAD_binding_7",,
O95551,DNA-acting enzymes,2,2,"Exo_endo_phos,UBA_4",,
Q49AN0,DNA-acting enzymes,2,2,"DNA_photolyase,FAD_binding_7",,
O76075,DNA-acting enzymes,2,2,"CIDE-N,DFF40",,
O75771,DNA-acting enzymes,2,2,"Rad51,RAD51D_N",,
Q6KC79,DNA-acting enzymes,2,2,"Cohesin_HEAT,Nipped-B_C",,
Q7Z333,DNA-acting enzymes,2,2,"AAA_11,AAA_12",,
Q7Z5Q5,DNA-acting enzymes,2,2,"DNA_pol_A,DNA_pol_P_Exo",,
O15527,DNA-acting enzymes,2,2,"HhH-GPD,OGG_N",,
Q8IW19,DNA-acting enzymes,3,2,"zf-CCHH,FHA_2",,
O00571,DNA-acting enzymes,2,2,"DEAD,Helicase_C",Chromatin remodeling,Chromatin remodeling
Q8NAG6,DNA-acting enzymes,3,2,"Ank_2,LEM-3_GIY-YIG",,
A8MPP1,DNA-acting enzymes,2,2,"DEAD_2,Helicase_C_2",,
A4GXA9,DNA-acting enzymes,2,2,"ERCC4,EME1-MUS81_C",,
Q92771,DNA-acting enzymes,2,2,"DEAD_2,Helicase_C_2",,
Q9Y5N6,DNA replication,2,2,"ORC6,ORC6_2nd",,
Q9Y3Z3,DNA replication,2,2,"HD,SAM_2",,
Q9UHB7,Euchromatin-associated,2,2,"AF-4,AFF4_CHD",,
O60930,DNA replication,2,2,"RNase_H,Cauli_VI",,
O60870,DNA replication,2,2,"Kin17_mid,KN17_SH3",,
O00411,DNA replication,2,2,"RNA_pol,RPOL_N",,
Q7Z7C8,General TFs,2,2,"Bromo_TP,TAF8_C",,
Q2YD98,DNA repair,2,2,"DUF2043,UVSSA_N",,
Q92750,General TFs,2,2,"TAF4,TAFH",,
Q92759,General TFs,2,2,"Tfb2,Tfb2_C",,
Q96T76,General TFs,2,2,"MMS19_C,MMS19_N",,
Q9HAW0,General TFs,2,2,"TF_Zn_Ribbon,BRF2-like_C_cyclin_rpt",,
Q9Y5Q8,General TFs,2,2,"Tau95,Tau95_N",,
Q14159,DNA repair,2,2,"DUF4502,DUF4503",,
Q9Y6J9,General TFs,2,2,"TAF,TAF6_C",,
Q13620,DNA repair,2,2,"Cullin,Cullin_Nedd8",,
O15347,HMG_A/B/N,2,2,"HMG_box,HMG_box_2",DNA binding,DNA binding
Q13426,DNA repair,2,2,"XRCC4,XRCC4_CC",,
P09429,HMG_A/B/N,2,2,"HMG_box,HMG_box_2",DNA binding,DNA binding
P26583,HMG_A/B/N,2,2,"HMG_box,HMG_box_2",DNA binding,DNA binding
Q8WW32,HMG_A/B/N,2,2,"HMG_box,HMG_box_2",DNA binding,DNA binding
P35226,Heterochromatin-associated,2,2,"zf-C3HC4_2,RAWUL",,
P35227,Heterochromatin-associated,2,2,"zf-C3HC4_2,RAWUL",,
P78364,Heterochromatin-associated,2,2,"zf-FCS_1,SAM_1",,
Q4VC44,Heterochromatin-associated,6,2,"FLYWCH,FLYWCH_N",,
P23025,DNA repair,2,2,"XPA_N,XPA_C",,
Q56NI9,Heterochromatin-associated,2,2,"zf-C2H2_3,Acetyltransf_13",,
Q8IXK0,Heterochromatin-associated,2,2,"zf-FCS_1,SAM_1",,
Q9NQS7,Heterochromatin-associated,2,2,"INCENP_ARK-bind,INCENP_N",,
Q9UJX3,Heterochromatin-associated,2,2,"TPR_8,TPR_16",,
O60341,Histone PTM erasers,2,2,"Amino_oxidase,SWIRM",DNA binding,DNA binding
O15360,DNA repair,2,2,"Fanconi_A,Fanconi_A_N",,
P28562,Histone PTM erasers,2,2,"Rhodanese,DSPc",,
P36873,Histone PTM erasers,2,2,"Metallophos,STPPase_N",,
P46736,Histone PTM erasers,2,2,"JAB,BRCC36_C",,
Q5TBB1,DNA repair,2,2,"RNase_H2-Ydr279,Ydr279_N",,
Q5XG87,DNA repair,2,2,"NTP_transf_2,PAP_assoc",,
Q6P1K8,General TFs,2,2,"Ssl1,C1_4",,
P51948,General TFs,2,2,"MAT1,zf-C3HC4_5",,
O00268,General TFs,2,2,"TAF4,TAFH",,
Q9Y2S7,DNA repair,2,2,"DUF525,YccV-like",,
O75529,General TFs,7,2,"TFIID_NTD2,WD40",Histone binding;Histone binding;Histone binding;Histone binding;Histone binding;Histone binding,Histone binding
P13984,General TFs,2,2,"TFIIF_beta,TFIIF_beta_N",,
P29084,General TFs,2,2,"TFIIE_beta,TFA2_Winged_2",,
Q9NS91,DNA repair,2,2,"SAP,zf-C3HC4_2",,
Q9H9Q4,DNA repair,2,2,"XLF,XLF_CC",,
P32780,General TFs,2,2,"BSD,PH_TFIIH",,
Q9H0E7,DNA repair,2,2,"UCH,zf-UBP",,
Q9H040,DNA repair,2,2,"SprT-like,SPRTN_ZBD",,
P49848,General TFs,2,2,"TAF,TAF6_C",,
P51946,General TFs,2,2,"Cyclin_N,Cyclin_C_2",,
Q96K76,DNA repair,2,2,"UCH,USP47_C",,
Q8TAF3,DNA repair,7,2,"DUF3337,WD40",Histone binding;Histone binding;Histone binding;Histone binding;Histone binding;Histone binding,Histone binding
Q5VWG9,General TFs,2,2,"PHD,Bromo_TP","Histone methylation, reader","Histone methylation, reader"
Q8N9N2,DNA repair,2,2,"AKAP7_NLS,KH_1",,
Q8N668,DNA repair,2,2,"COMM_domain,COMMD1_N",,
P52657,General TFs,2,2,"TFIIA_gamma_N,TFIIA_gamma_C",,
Q8N594,DNA repair,2,2,"JAB,RAMA",,
Q00403,General TFs,3,2,"TFIIB,TF_Zn_Ribbon",,
Q8N2W9,DNA repair,2,2,"zf-MIZ,PINIT",,
Q13888,General TFs,2,2,"Ssl1,C1_4",,
Q7Z3K3,DNA repair,2,2,"DDE_1,HTH_Tnp_Tc5",,
Q70EL2,DNA repair,2,2,"UCH,zf-UBP",,
Q14CW9,General TFs,2,2,"Sgf11,SCA7",,
Q15542,General TFs,7,2,"TFIID_NTD2,WD40",Histone binding;Histone binding;Histone binding;Histone binding;Histone binding;Histone binding,Histone binding
Q6ZNA4,DNA repair,2,2,"zf-RING_2,RNF111_N",,
Q6NZ36,DNA repair,2,2,"UBZ_FAAP20,FANCA_interact",,
